 streamer_id |  chatting_speed_mean   
-------------+------------------------
   139069248 |     1.2143744020081424
    93232761 |     0.4947050416351796
   149397653 |       0.72397249308997
   235134111 |    0.16511713393403557
   146816332 |    0.20609092450951566
   195349493 |     0.5981879458033602
   137952594 |    0.37401669560251255
   103825127 |       2.34039851263535
   150897407 |    0.20942999626715525
   138080875 |      1.494036657652213
   138433237 |    0.32477596682079096
   180916265 |     0.3393824162369486
   429533286 |    0.25620384038036736
   137722246 |     0.3299424870305489
   137724490 |     0.4584787240024574
   137753119 |     0.7377162833098804
   140271538 |     0.8889437797363362
   149188013 |      1.467759446875555
   102213243 |     0.4797064134380246
   140639269 |     0.5979175681935368
   132766907 |    0.23119388904203875
   133923936 |     1.4226036870246863
   190835892 |     1.7887459719740697
   419523951 |       4.81046590342216
   191603590 |    0.09223930522720271
   183651812 |     0.6400319000648507
    30904062 |     1.9664094240200296
   116199723 |     0.1385190037009649
   130433306 |     1.1742693495542245
   147090450 |     1.5867362562625629
   137724090 |     0.6606225479205116
   148057505 |     2.2544394496498725
   133125464 |     0.1359582697009353
   137922988 |     1.3123963252442166
   138625411 |     1.7228719694179773
   153038592 |     0.3147944889745489
   108107800 |    0.22511295055705052
   136821629 |    0.27667842111459906
   155267231 |    0.03577094765884669
   162426690 |    0.24882228811061693
   102381201 |     2.2882629728469794
   114621304 |    0.09489909528705961
   135013913 |     0.1788674120863689
   138117045 |     1.0825824360617566
   172160180 |    0.05020884189527525
   239725723 |    0.07047087466562758
   137687203 |      1.759688813395482
   140665755 |     0.7007110309160054
   238592346 |     0.5939962253834457
   439360392 |     0.5929206784254482
   152596920 |     1.2138713425210326
   174020476 |      0.704690941171528
   135119210 |    0.10391235599219438
   185845084 |     0.1434253367172284
   127718836 |     0.5917624306917205
   137604582 |     0.2004954936192766
   137736535 |     1.0229604815073106
   142116214 |     0.1683305088610501
   137957580 |     0.1754585190461646
   151326507 |     0.6724264538627536
   134586700 |     1.5933577968725832
    62153957 |    0.10134704489944817
   107168627 |    0.20315086169137378
   181341562 |     0.0893635076773059
   156748712 |     1.8819975976945622
   143852946 |    0.15274011564875525
   137480766 |    0.21360706023293788
   154008278 |    0.43245860887203086
   170347275 |      0.238836681158272
   102845970 |      1.538414947336708
   114367508 |    0.15036244018486017
   120568022 |     1.0623074632991187
    93049594 |     2.6187280429329083
   114898662 |     0.5048676812194084
   498619048 |     0.2315770707596824
   140569811 |     0.2418848802976161
   123128567 |      0.305727981320006
   103743841 |     0.4424656274977597
   102522459 |   0.024256392166584758
   141813183 |    0.19515176274045637
   102900195 |     0.9683587510085326
   133505944 |     0.2965288868955629
   129125799 |    0.12789649398009417
   115567280 |    0.20024477420415965
   169657197 |    0.08622490978397096
   137798768 |    0.15174550084192953
   137965864 |      0.155598523050935
    46834933 |      2.181821381975932
   515465920 |     0.4910518042766127
   124096937 |    0.03158356423319442
   138094321 |     0.5817004470892934
    55714124 |     0.2543134259408235
    92371909 |      2.272635371246271
   134301181 |     0.7747228687985193
   175163251 |     0.8472902235223906
   137404969 |      1.619940464929811
   131821771 |    0.10614474417598242
   197058185 |     0.9604093418860611
   182941022 |    0.04908486167540225
   158076069 |    0.21075222666938237
   165451779 |    0.24238455567463937
   140950220 |     0.1398248144815009
    47341896 |    0.11411780574317881
   181038320 |    0.25528798781083367
